,date,city,black,white,latino
1487,2009,"Simi Valley, CA",14.862894435417775,0.9268012382064542,2.938410907381288
1677,2010,"Simi Valley, CA",18.2544484017791,0.9268012382064542,2.938410907381288
2377,2013,"Simi Valley, CA",21.646002368140426,0.9268012382064542,3.8061668525010988
922,2006,"Sioux City, IA",25.03755633450175,1.172489723240053,4.673922797620909
1294,2008,"Sioux City, IA",25.03755633450175,1.4181782082736518,5.54167874274072
2622,2014,"Sioux City, IA",25.03755633450175,1.4181782082736518,6.40943468786053
3134,2016,"Sioux City, IA",25.03755633450175,1.4181782082736518,6.392692755435673
1678,2010,"Sioux Falls, SD",24.24049956509269,0.6698013369234684,6.3759508230108155
1896,2011,"Sioux Falls, SD",23.443442795683634,0.6698013369234684,6.3592088905859585
2378,2013,"Sioux Falls, SD",22.646386026274577,0.6698013369234684,6.342466958161101
3135,2016,"Sioux Falls, SD",21.849329256865516,0.6698013369234684,6.325725025736244
3640,2018,"Sioux Falls, SD",21.052272487456456,0.6698013369234684,6.308983093311386
1295,2008,"Skokie, IL",20.2552157180474,1.9240436436552124,6.292241160886529
1114,2007,"Somerville, MA",18.716812277348083,3.178285950386956,6.275499228461671
1679,2010,"Somerville, MA",17.17840883664877,3.178285950386956,6.258757296036814
261,2002,"South Bend, IN",15.640005395949455,1.4007367875502514,6.242015363611957
409,2003,"South Bend, IN",14.101601955250143,1.4007367875502514,6.225273431187099
923,2006,"South Bend, IN",12.563198514550827,1.4007367875502514,6.208531498762242
1115,2007,"South Bend, IN",11.024795073851513,1.4007367875502514,6.191789566337384
1296,2008,"South Bend, IN",9.486391633152198,1.4007367875502514,6.175047633912527
1488,2009,"South Bend, IN",7.947988192452884,1.4007367875502514,6.158305701487669
1897,2011,"South Bend, IN",6.40958475175357,1.4007367875502514,6.141563769062812
2123,2012,"South Bend, IN",4.871181311054256,1.4007367875502514,6.124821836637954
2379,2013,"South Bend, IN",3.332777870354941,1.4007367875502514,6.108079904213097
2623,2014,"South Bend, IN",4.999166805532411,1.4007367875502514,6.091337971788239
3394,2017,"South Bend, IN",6.665555740709882,1.4007367875502514,6.074596039363382
3641,2018,"South Bend, IN",4.999166805532411,1.4007367875502514,6.074596039363382
3894,2019,"South Bend, IN",3.332777870354941,1.4007367875502514,4.414779463424662
4120,2020,"South Bend, IN",6.382086187292698,1.4007367875502514,2.7549628874859424
159,2001,"South Gate, CA",9.431394504230454,1.602179229934133,1.0951463115472229
924,2006,"South Gate, CA",12.480702821168212,1.8036216723180145,2.1902926230944457
1116,2007,"South Gate, CA",15.530011138105966,2.705432508477022,1.0951463115472229
1680,2010,"South Gate, CA",18.579319455043724,3.607243344636029,1.6427194673208343
1898,2011,"South Gate, CA",21.62862777198148,3.1563379265565255,2.1902926230944457
2886,2015,"South Gate, CA",24.677936088919235,2.705432508477022,2.1902926230944457
3136,2016,"South Gate, CA",27.727244405856993,2.2545270903975183,1.0951463115472229
3395,2017,"South Gate, CA",30.77655272279475,1.8036216723180145,2.1902926230944457
3642,2018,"South Gate, CA",33.8258610397325,1.7486082483461156,1.0951463115472229
2624,2014,"South Jordan, UT",36.875169356670256,1.6935948243742167,2.2614867059741393
727,2005,"South San Francisco, CA",39.92447767360802,2.165104916014803,3.427827100401056
2124,2012,"South San Francisco, CA",42.97378599054577,2.636615007655389,3.427923911554924
410,2003,"Southfield, MI",1.845018450184502,3.1081250992959752,3.428020722708791
925,2006,"Southfield, MI",3.690036900369004,3.5796351909365614,3.428117533862659
1681,2010,"Southfield, MI",1.845018450184502,4.0511452825771475,3.428214345016526
2125,2012,"Southfield, MI",1.845018450184502,4.5226553742177344,3.428311156170394
2380,2013,"Southfield, MI",5.535055350553506,4.9941654658583206,3.428407967324261
2625,2014,"Southfield, MI",3.690036900369004,5.465675557498907,3.428504778478129
3137,2016,"Southfield, MI",1.845018450184502,4.4167694003847435,3.428601589631996
3895,2019,"Southfield, MI",1.845018450184502,3.3678632432705804,3.428698400785864
4121,2020,"Southfield, MI",1.845018450184502,2.3189570861564173,3.428795211939731
262,2002,"Sparks, NV",3.828474803269738,1.2700509290422546,3.428892023093599
411,2003,"Sparks, NV",5.811931156354975,2.540101858084509,3.428988834247466
