,county,date,Latitude,Longitude,death_count
279,Alameda,08/2018,37.651952200000004,-121.87852360000001,1
280,Alameda,08/2020,37.735280200000005,-122.1774392,1
281,Alameda,09/2000,37.7201222,-121.8717977,1
282,Alameda,09/2002,37.79474570000001,-122.21250400000001,1
283,Alameda,09/2004,37.8254318,-122.28239380000001,1
284,Alameda,09/2007,37.8380891,-122.26895090000001,1
285,Alameda,09/2011,37.744802,-122.1646424,1
286,Alameda,09/2012,37.6363372,-122.0542153,1
287,Alameda,09/2013,37.768063500000004,-122.17958229999999,1
288,Alameda,09/2015,37.6893807,-122.1062945,1
289,Alameda,09/2017,37.821255199999996,-122.25823614999999,2
290,Alameda,09/2019,37.702138,-122.21194799999999,1
291,Alameda,10/2003,37.745969,-122.1777952,1
292,Alameda,10/2005,37.763169250000004,-122.1790149,2
293,Alameda,10/2010,37.7005208,-121.90727140000001,1
294,Alameda,10/2011,37.729461225,-122.179496375,4
295,Alameda,10/2012,37.6513268,-122.06595085000001,2
296,Alameda,10/2013,37.585665999999996,-122.07001000000001,1
297,Alameda,11/2001,37.6660546,-122.10630400000001,1
298,Alameda,11/2002,37.73969775,-122.185239,2
299,Alameda,11/2003,37.7522859,-122.17317296666666,3
300,Alameda,11/2004,37.8211287,-122.2828537,1
301,Alameda,11/2005,37.8073759,-122.29890630000001,1
302,Alameda,11/2006,37.6217472,-122.0038529,2
303,Alameda,11/2008,37.7760664,-122.17983190000001,1
304,Alameda,11/2010,37.75214866666666,-122.16606246666667,3
305,Alameda,11/2011,37.8712093,-122.2530903,1
306,Alameda,11/2012,37.5497431,-122.008802,1
307,Alameda,11/2014,37.698395,-122.11885759999998,1
308,Alameda,11/2015,37.74709985,-122.17972435,2
309,Alameda,11/2018,37.6618852,-122.077418,1
310,Alameda,12/2000,37.616280100000004,-122.092026,1
311,Alameda,12/2006,37.6175928,-122.07216480000001,1
312,Alameda,12/2007,37.76537295,-122.19315465,2
313,Alameda,12/2008,37.827355499999996,-122.29251809999998,1
314,Alameda,12/2009,37.69901855,-122.10781387499999,4
315,Alameda,12/2010,37.762645774999996,-122.20327692500001,4
316,Alameda,12/2011,37.6759999,-121.7796372,1
317,Alameda,12/2012,37.7531364,-122.15294909999999,1
318,Alameda,12/2014,37.7484391,-122.1604624,1
319,Alameda,12/2015,37.6392161,-122.110998,1
320,Alameda,12/2018,37.76870220000001,-122.241304,1
321,Alamosa,02/2018,37.461255,-105.87348840000001,1
322,Alamosa,08/2018,37.6331391,-105.8679178,2
323,Alamosa,10/2013,37.469449100000006,-105.87002140000001,1
324,Albany,02/2010,42.663221,-73.77578299999999,1
325,Albany,02/2016,42.770434,-73.787417,2
326,Albany,03/2017,41.311022799999996,-105.5935909,1
327,Albany,04/2015,42.661048,-73.757971,1
328,Albany,04/2016,42.589216,-74.18296590000001,1
329,Albany,05/2000,42.675512700000006,-73.7468473,1
330,Albany,06/2018,42.6674239,-73.7779156,1
331,Albany,07/2011,42.694194,-73.79586,1
332,Albany,10/2011,42.7403894,-73.73237409999999,1
333,Albany,11/2018,41.308676299999995,-105.56735790000002,1
334,Albany,12/2002,42.6411497,-73.7612234,1
335,Albany,12/2003,42.655854299999994,-73.7642027,1
336,Albany,12/2011,42.637474,-73.759582,1
337,Albany,12/2015,41.3166789,-105.7711426,1
338,Albemarle,01/2001,37.9777939,-78.54530290000001,1
339,Albemarle,01/2010,37.916498,-78.548526,1
340,Albemarle,03/2019,38.1317716,-78.2337738,1
341,Albemarle,05/2008,38.0560324,-78.30982,1
342,Albemarle,06/2006,38.06192720000001,-78.5119415,1
343,Albemarle,08/2019,38.041337,-78.27129599999999,1
344,Albemarle,12/2012,38.114247,-78.45926700000001,2
345,Alcona,03/2009,44.7275809,-83.5084959,1
346,Alcorn,02/2001,34.9139717,-88.50125440000001,3
347,Alcorn,11/2008,34.916315000000004,-88.5447192,1
348,Alexander,07/2011,37.2352624,-89.2641438,1
349,Alexandria City,02/2013,38.8084381,-77.0898712,1
350,Alexandria City,04/2005,38.8263874,-77.06275129999999,1
351,Alexandria City,05/2004,38.8138529,-77.1113368,1
352,Alexandria City,05/2013,38.836130299999994,-77.0561249,1
353,Alexandria City,06/2017,38.8217532,-77.05391429999999,1
354,Alger,07/2014,46.274750399999995,-86.61524399999999,1
355,Allegan,01/2008,42.7890346,-86.0704554,1
356,Allegan,04/2014,42.4353939,-85.6605,2
357,Allegan,06/2013,42.4804999,-85.5432336,1
358,Allegan,06/2014,42.6814323,-85.5451275,1
359,Allegan,07/2008,42.723064,-85.6708272,1
360,Allegan,09/2010,42.6094749,-85.7706709,1
361,Allegan,09/2017,42.723064,-85.6708272,1
362,Allegan,10/2004,42.6331651,-86.1597811,1
363,Allegan,11/2001,42.6655809,-85.9373865,1
364,Allegan,11/2004,42.7568244,-86.05550129999999,1
365,Allegan,12/2008,42.605141100000004,-85.64217909999999,1
366,Allegany,01/2018,39.6468051,-78.36840670000001,1
367,Allegany,03/2013,39.5351245,-78.87809370000001,1
368,Allegany,12/2012,39.644032,-78.75681290000001,1
369,Allegany,12/2018,39.6494627,-78.89123609999999,1
370,Alleghany,04/2018,36.5064972,-81.12037,1
371,Alleghany,12/2013,36.456826899999996,-81.09077490000001,1
372,Allegheny,01/2000,40.489712299999994,-79.79548559999999,1
373,Allegheny,01/2007,40.4651835,-79.957961,1
374,Allegheny,01/2008,40.51385820000001,-80.10633399999999,1
